Time,HH,HR,HS,HW,RR,RS,RW,SS,SW,WW,Total.Pop.
0,0,0,0,0,0,0,0,0,0,50,50
1,0,0,0,0,0,0,0,0,0,51,51
2,0,0,0,0,0,0,0,0,0,80,80
3,0,0,0,0,0,0,0,0,0,103,103
4,0,0,0,0,0,0,0,0,0,89,89
5,0,0,0,0,0,0,0,0,0,128,128
6,0,0,0,0,0,0,0,0,0,127,127
7,0,0,0,0,0,0,0,0,0,120,120
8,0,0,0,0,0,0,0,0,0,131,131
9,0,0,0,0,0,0,0,0,0,126,126
10,0,0,0,0,0,0,0,0,0,93,93
11,0,0,0,0,0,0,0,0,0,115,115
12,0,0,0,0,0,0,0,0,0,118,118
13,0,0,0,0,0,0,0,0,0,88,88
14,0,0,0,0,0,0,0,0,0,68,68
15,0,0,0,0,0,0,0,0,0,76,76
16,0,0,0,0,0,0,0,0,0,70,70
17,0,0,0,0,0,0,0,0,0,65,65
18,0,0,0,0,0,0,0,0,0,69,69
19,0,0,0,0,0,0,0,0,0,57,57
20,0,0,0,0,0,0,0,0,0,58,58
21,0,0,0,0,0,0,0,0,0,74,74
22,0,0,0,0,0,0,0,0,0,74,74
23,0,0,0,0,0,0,0,0,0,78,78
24,0,0,0,0,0,0,0,0,0,58,58
25,0,0,0,0,0,0,0,0,0,90,90
26,0,0,0,0,0,0,0,0,0,73,73
27,0,0,0,0,0,0,0,0,0,74,74
28,0,0,0,0,0,0,0,0,0,80,80
29,0,0,0,0,0,0,0,0,0,88,88
30,0,0,0,0,0,0,0,0,0,72,72
31,0,0,0,0,0,0,0,0,0,79,79
32,0,0,0,0,0,0,0,0,0,69,69
33,0,0,0,0,0,0,0,0,0,80,80
34,0,0,0,0,0,0,0,0,0,70,70
35,0,0,0,0,0,0,0,0,0,70,70
36,0,0,0,0,0,0,0,0,0,64,64
37,0,0,0,0,0,0,0,0,0,67,67
38,0,0,0,0,0,0,0,0,0,48,48
39,0,0,0,0,0,0,0,0,0,68,68
40,0,0,0,0,0,0,0,0,0,64,65
41,0,0,0,0,0,0,0,0,0,49,51
42,0,0,0,0,0,0,0,0,0,60,60
43,0,0,0,0,0,0,0,0,1,53,55
44,0,0,0,0,0,0,0,0,0,56,56
45,0,0,0,0,0,0,0,0,0,67,67
46,0,0,0,0,0,0,0,0,0,64,65
47,0,0,0,0,0,0,0,0,0,55,55
48,0,0,0,0,0,0,0,0,0,60,60
49,0,0,0,0,0,0,0,0,0,49,49
50,0,0,0,0,0,0,0,0,0,65,66
51,0,0,0,0,0,0,0,0,0,64,65
52,0,0,0,0,0,0,0,0,0,60,61
53,0,0,0,0,0,0,0,0,0,52,54
54,0,0,0,0,0,0,0,0,0,78,80
55,0,0,0,0,0,0,0,0,0,63,63
56,0,0,0,0,0,0,0,0,0,77,78
57,0,0,0,0,0,0,0,0,0,60,61
58,0,0,0,0,0,0,0,0,0,60,61
59,0,0,0,0,0,0,0,0,0,61,62
60,0,0,0,0,0,0,0,0,0,54,57
61,0,0,0,0,0,0,0,0,0,57,58
62,0,0,0,0,0,0,0,0,0,61,64
63,0,0,0,1,0,0,0,0,0,54,57
64,1,0,0,0,0,0,0,0,0,66,68
65,0,0,0,1,0,0,0,0,0,46,48
66,0,0,0,0,0,0,0,0,0,53,53
67,0,0,0,2,0,0,0,0,0,68,70
68,0,0,0,0,0,0,0,0,0,48,49
69,0,0,0,2,0,0,0,0,0,69,72
70,0,0,0,0,0,0,0,0,0,56,56
71,0,0,0,0,0,0,0,0,0,47,47
72,0,0,0,1,0,0,0,0,0,52,53
73,0,0,0,0,0,0,0,0,0,47,48
74,0,0,0,1,0,0,0,0,0,69,71
75,0,0,0,0,0,0,0,0,0,58,58
76,0,0,0,1,0,0,0,0,0,56,58
77,0,0,0,2,0,0,0,0,0,52,56
78,0,0,0,3,0,0,0,0,0,49,52
79,0,0,0,2,0,0,0,0,0,75,78
80,0,0,0,1,0,0,0,0,0,37,40
81,0,0,0,2,0,0,0,0,0,59,62
82,0,0,0,1,0,0,0,0,0,49,51
83,0,0,0,3,0,0,0,0,0,51,54
84,0,0,0,0,0,0,0,0,0,55,55
85,0,0,0,1,0,0,0,0,0,54,56
86,0,0,0,2,0,0,0,0,0,55,59
87,0,0,0,2,0,0,0,0,0,61,64
88,0,0,0,1,0,0,0,0,0,49,52
89,0,0,0,0,0,0,0,0,0,59,62
90,0,0,0,2,0,0,0,0,0,34,37
91,0,0,0,0,0,0,0,0,0,70,71
92,0,0,0,1,0,0,0,0,0,63,64
93,0,0,0,0,0,0,0,0,0,58,58
94,0,0,0,2,0,0,0,0,0,55,59
95,0,0,0,5,0,0,0,0,0,54,59
