Time,HH,HR,HS,HW,RR,RS,RW,SS,SW,WW,Total.Pop.
0,0,0,0,0,0,0,0,0,0,50,50
1,0,0,0,0,0,0,0,0,0,48,48
2,0,0,0,0,0,0,0,0,0,72,72
3,0,0,0,0,0,0,0,0,0,82,82
4,0,0,0,0,0,0,0,0,0,95,95
5,0,0,0,0,0,0,0,0,0,114,114
6,0,0,0,0,0,0,0,0,0,121,121
7,0,0,0,0,0,0,0,0,0,133,133
8,0,0,0,0,0,0,0,0,0,106,106
9,0,0,0,0,0,0,0,0,0,114,114
10,0,0,0,0,0,0,0,0,0,102,102
11,0,0,0,0,0,0,0,0,0,98,98
12,1,0,0,0,0,0,0,0,0,87,88
13,2,0,0,0,0,0,0,0,0,91,93
14,0,0,0,0,0,0,0,0,0,82,82
15,0,0,0,0,0,0,0,0,0,61,61
16,1,0,0,0,0,0,0,0,0,65,66
17,5,0,0,0,0,0,0,0,0,59,64
18,4,0,0,0,0,0,0,0,0,61,65
19,1,0,0,0,0,0,0,0,0,64,65
20,2,0,0,0,0,0,0,0,0,62,64
21,3,0,0,0,0,0,0,0,0,73,76
22,1,0,0,0,0,0,0,0,0,74,75
23,2,0,0,0,0,0,0,0,0,48,50
24,0,0,0,0,0,0,0,0,0,68,68
25,2,0,0,0,0,0,0,0,0,73,75
26,2,0,0,0,0,0,0,0,0,89,91
27,1,0,0,0,0,0,0,0,0,74,75
28,0,0,0,0,0,0,0,0,0,72,72
29,1,0,0,0,0,0,0,0,0,71,72
30,0,0,0,0,0,0,0,0,0,68,68
31,1,0,0,0,0,0,0,0,0,83,84
32,2,0,0,0,0,0,0,0,0,74,76
33,1,0,0,0,0,0,0,0,0,61,62
34,1,0,0,0,0,0,0,0,0,71,72
35,0,0,0,0,0,0,0,0,0,64,68
36,0,0,0,0,0,0,0,0,0,59,59
37,0,0,0,0,0,0,0,0,0,50,50
38,0,0,0,0,0,0,0,0,0,60,60
39,1,0,0,0,0,0,0,0,0,74,75
40,0,0,0,0,0,0,0,0,0,58,58
41,2,0,0,0,0,0,0,0,0,57,61
42,0,0,0,0,0,0,0,0,0,61,62
43,0,0,0,0,0,0,0,0,0,64,64
44,0,0,0,0,0,0,0,0,0,45,45
45,2,0,0,0,0,0,0,0,0,56,60
46,0,0,0,0,0,0,0,0,0,53,54
47,0,0,0,0,0,0,0,0,0,73,73
48,0,0,0,0,0,0,0,0,0,59,60
49,0,0,0,0,0,0,0,0,0,66,67
50,0,0,0,0,0,0,0,0,0,64,65
51,0,0,0,0,0,0,0,0,0,54,55
52,0,0,0,0,0,0,0,0,0,54,55
53,0,0,0,0,0,0,0,0,0,63,64
54,0,0,0,0,0,0,0,0,0,66,68
55,0,0,0,0,0,0,0,0,0,71,72
56,0,0,0,0,0,0,0,0,0,66,66
57,0,0,0,0,0,0,0,0,0,55,55
58,0,0,0,0,0,0,0,0,0,73,73
59,0,0,0,0,0,0,0,0,0,63,64
60,0,0,0,0,0,0,0,0,0,56,56
61,0,0,0,1,0,0,0,0,0,50,52
62,0,0,0,0,0,0,0,0,0,54,54
63,0,0,0,0,0,0,0,0,0,67,69
64,0,0,0,1,0,0,0,0,0,46,47
65,0,0,0,1,0,0,0,0,0,50,51
66,0,0,0,0,0,0,0,0,0,56,56
67,0,0,0,0,0,0,0,0,0,49,49
68,0,0,0,1,0,0,0,0,0,59,60
69,0,0,0,0,0,0,0,0,0,49,51
70,0,0,0,0,0,0,0,0,0,51,51
71,0,0,0,1,0,0,0,0,0,58,60
72,0,0,0,1,0,0,0,0,0,55,56
73,0,0,0,2,0,0,0,0,0,46,49
74,0,0,0,1,0,0,0,0,0,67,70
75,0,0,0,1,0,0,0,0,0,67,69
76,0,0,0,0,0,0,0,0,0,55,57
77,0,0,0,2,0,0,0,0,0,66,69
78,0,0,0,2,0,0,0,0,0,55,59
79,0,0,0,2,0,0,0,0,1,60,63
80,0,0,0,0,0,0,0,0,0,63,65
81,0,0,0,1,0,0,0,0,0,42,45
82,0,0,0,1,0,0,0,0,0,54,58
83,0,0,0,2,0,0,0,0,0,58,62
84,0,0,0,0,0,0,0,0,0,44,44
85,0,0,0,1,0,0,0,0,0,66,67
86,0,0,0,0,0,0,0,0,0,57,58
87,0,0,0,3,0,0,0,0,0,52,55
88,0,0,0,1,0,0,0,0,0,42,44
89,0,0,0,2,0,0,0,0,0,57,61
90,0,0,0,2,0,0,0,0,0,42,45
91,0,0,0,2,0,0,0,0,0,56,58
92,0,0,0,3,0,0,0,0,0,68,72
93,0,0,0,0,0,0,0,0,0,47,50
94,0,0,0,4,0,0,0,0,0,56,61
95,0,0,0,4,0,0,0,0,0,58,63
96,0,0,0,0,0,0,0,0,0,59,60
97,0,0,0,1,0,0,0,0,0,58,59
98,0,0,0,1,0,0,0,0,0,51,54
99,0,0,0,1,0,0,0,0,0,61,64
100,0,0,0,4,0,0,0,0,0,51,56
101,0,0,0,2,0,0,0,0,1,57,62
102,0,0,0,3,0,0,0,0,1,53,60
103,0,0,0,0,0,0,0,0,0,54,54
104,0,0,0,4,0,0,0,0,0,52,59
105,0,0,0,0,0,0,0,0,0,79,80
106,1,0,0,1,0,0,0,0,0,51,54
107,0,0,0,3,0,0,0,0,0,49,53
108,0,0,0,4,0,0,0,0,0,43,50
109,0,0,1,4,0,0,0,0,0,43,51
110,0,0,0,5,0,0,0,0,0,53,59
111,0,0,0,2,0,0,0,0,0,52,56
112,1,0,0,2,0,0,0,0,0,60,66
113,0,0,0,1,0,0,0,0,0,52,53
114,0,0,0,0,0,0,0,0,0,42,46
115,0,0,0,3,0,0,0,0,0,61,66
116,0,0,0,2,0,0,0,0,0,46,48
117,0,0,0,1,0,0,0,0,0,40,43
118,0,0,0,4,0,0,0,0,0,53,58
119,1,0,0,1,0,0,0,0,0,53,58
120,1,0,0,1,0,0,0,0,0,55,61
121,0,0,0,2,0,0,0,0,0,48,57
122,0,0,0,1,0,0,0,0,0,56,59
123,0,0,0,5,0,0,0,0,0,52,61
124,0,0,0,5,0,0,0,0,0,40,46
125,0,0,0,3,0,0,0,0,0,48,52
126,0,0,0,2,0,0,0,0,0,62,68
127,0,0,0,6,0,0,0,0,0,51,58
128,0,0,0,6,0,0,0,0,0,51,60
129,0,0,0,3,0,0,0,0,0,59,62
130,0,0,0,4,0,0,0,0,0,70,78
131,0,0,0,4,0,0,0,0,0,73,78
132,0,0,0,3,0,0,0,0,0,43,49
133,1,0,0,4,0,0,0,0,0,52,59
134,0,0,0,1,0,0,0,0,0,56,58
135,0,0,0,7,0,0,0,0,0,67,77
136,0,0,0,3,0,0,0,0,0,50,55
137,0,0,0,2,0,0,0,0,0,61,65
138,0,0,0,1,0,0,0,0,0,54,57
139,1,0,0,2,0,0,0,0,0,42,49
140,0,0,0,4,0,0,0,0,0,43,53
141,0,0,0,5,0,0,0,0,0,55,62
142,0,0,0,2,0,0,0,0,0,38,43
143,0,0,0,3,0,0,0,0,0,54,58
144,0,0,0,1,0,0,0,0,0,39,42
145,0,0,0,2,0,0,0,0,0,51,57
146,0,0,0,3,0,0,0,0,0,53,60
147,0,0,0,5,0,0,0,0,0,36,46
148,0,0,0,7,0,0,0,0,0,40,54
149,0,0,0,5,0,0,0,0,0,45,51
