Time,HH,HR,HS,HW,RR,RS,RW,SS,SW,WW,Total.Pop.
0,0,0,0,0,0,0,0,0,0,50,50
1,0,0,0,0,0,0,0,0,0,49,49
2,0,0,0,0,0,0,0,0,0,78,78
3,0,0,0,0,0,0,0,0,0,88,88
4,0,0,0,0,0,0,0,0,0,115,115
5,0,0,0,0,0,0,0,0,0,139,139
6,0,0,0,0,0,0,0,0,0,132,132
7,0,0,0,0,0,0,0,0,0,120,120
8,0,0,0,0,0,0,0,0,0,157,157
9,0,0,0,0,0,0,0,0,0,117,117
10,0,0,0,0,0,0,0,0,0,112,112
11,0,0,0,0,0,0,0,0,0,98,98
12,0,0,0,0,0,0,0,0,0,90,90
13,0,0,0,0,0,0,0,0,0,93,93
14,0,0,0,0,0,0,0,0,0,78,78
15,0,0,0,0,0,0,0,0,0,84,84
16,0,0,0,0,0,0,0,0,0,65,65
17,0,0,0,0,0,0,0,0,0,71,71
18,0,0,0,0,0,0,0,0,0,70,70
19,0,0,0,0,0,0,0,0,0,59,59
20,0,0,0,0,0,0,0,0,0,61,61
21,0,0,0,0,0,0,0,0,0,60,60
22,0,0,0,0,0,0,0,0,0,86,86
23,0,0,0,0,0,0,0,0,0,71,71
24,0,0,0,0,0,0,0,0,0,74,74
25,0,0,0,0,0,0,0,0,0,85,85
26,0,0,0,0,0,0,0,0,0,71,71
27,0,0,0,0,0,0,0,0,0,65,65
28,0,0,0,0,0,0,0,0,0,58,58
29,0,0,0,0,0,0,0,0,0,88,88
30,0,0,0,0,0,0,0,0,0,48,48
31,0,0,0,0,0,0,0,0,0,88,88
32,0,0,0,0,0,0,0,0,0,70,70
33,0,0,0,0,0,0,0,0,0,71,71
34,0,0,0,0,0,0,0,0,0,75,76
35,0,0,0,0,0,0,0,0,0,77,77
36,0,0,0,0,0,0,0,0,0,66,66
37,0,0,0,0,0,0,0,0,0,64,65
38,0,0,0,0,0,0,0,0,0,79,79
39,0,0,0,0,0,0,0,0,0,70,70
40,0,0,0,0,0,0,0,0,0,72,73
41,0,0,0,0,0,0,0,0,0,54,55
42,0,0,0,0,0,0,0,0,0,61,63
43,0,0,0,0,0,0,0,0,0,67,67
44,0,0,0,0,0,0,0,0,0,85,86
45,0,0,0,0,0,0,0,0,0,59,61
46,0,0,0,1,0,0,0,0,0,70,71
47,0,0,0,0,0,0,0,0,0,65,65
48,0,0,0,0,0,0,0,0,0,62,63
49,0,0,0,0,0,0,0,0,0,68,68
50,0,0,0,0,0,0,0,0,0,57,58
51,0,0,0,0,0,0,0,0,0,49,50
52,0,0,0,0,0,0,0,0,0,75,79
53,0,0,0,0,0,0,0,0,0,52,53
54,0,0,0,0,0,0,0,0,0,48,48
55,0,0,0,0,0,0,0,0,0,59,60
56,0,0,0,0,0,0,0,0,0,68,68
57,0,0,0,0,0,0,0,0,0,62,62
58,0,0,0,0,0,0,0,0,0,60,60
59,0,0,0,1,0,0,0,0,0,65,66
60,0,0,0,1,0,0,0,0,0,44,46
61,0,0,0,1,0,0,0,0,0,62,64
62,0,0,0,0,0,0,0,0,0,56,57
63,0,0,0,0,0,0,0,0,0,68,69
64,0,0,0,1,0,0,0,0,0,52,53
65,0,0,0,1,0,0,0,0,0,54,56
66,0,0,0,1,0,0,0,0,0,66,68
67,0,0,0,1,0,0,0,0,0,50,52
68,0,0,0,0,0,0,0,0,0,55,55
69,0,0,0,1,0,0,0,0,0,70,71
70,0,0,0,0,0,0,0,0,0,68,68
71,0,0,0,2,0,0,0,0,0,59,62
72,0,0,0,2,0,0,0,0,0,52,56
73,0,0,0,0,0,0,0,0,0,71,71
74,0,0,0,1,0,0,0,0,0,48,49
75,0,0,0,0,0,0,0,0,0,64,64
76,0,0,0,1,0,0,0,0,0,52,57
77,0,0,0,4,0,0,0,0,0,61,66
78,0,0,0,1,0,0,0,0,0,55,57
79,0,0,0,0,0,0,0,0,0,59,60
80,0,0,0,0,0,0,0,0,0,70,70
81,0,0,0,1,0,0,0,0,0,53,56
82,0,0,0,1,0,0,0,0,0,44,47
83,0,0,0,3,0,0,0,0,0,64,69
84,0,0,0,1,0,0,0,0,0,48,50
85,0,0,0,0,0,0,0,0,0,54,55
86,0,0,0,2,0,0,0,0,0,40,44
87,0,0,0,0,0,0,0,0,0,44,45
88,0,0,0,1,0,0,0,0,0,58,60
89,0,0,0,1,0,0,0,0,0,57,58
90,0,0,0,1,0,0,0,0,0,53,54
91,0,0,0,2,0,0,0,0,0,66,69
92,0,0,0,1,0,0,0,0,0,61,62
93,0,0,0,0,0,0,0,0,0,64,65
94,0,0,0,0,0,0,0,0,0,50,50
95,0,0,0,2,0,0,0,0,0,42,48
96,0,0,0,0,0,0,0,0,0,48,48
97,0,0,0,1,0,0,0,0,0,62,63
98,0,0,0,0,0,0,0,0,0,51,54
99,0,0,0,1,0,0,0,0,0,59,62
100,0,0,0,2,0,0,0,0,0,72,75
101,0,0,0,0,0,0,0,0,0,46,48
102,0,0,0,1,0,0,0,0,0,55,56
103,0,0,0,2,0,0,0,0,0,64,71
104,0,0,0,0,0,0,0,0,0,51,55
105,0,0,0,3,0,0,0,0,0,66,70
106,0,0,0,5,0,0,0,0,0,64,69
107,0,0,0,0,0,0,0,0,0,57,60
108,0,0,0,1,0,0,0,0,0,54,55
109,0,0,0,3,0,0,0,0,0,58,63
110,0,0,0,0,0,0,0,0,0,54,56
111,0,0,0,1,0,0,0,0,0,55,59
112,0,0,0,1,0,0,0,0,0,55,59
113,0,0,0,2,0,0,0,0,0,55,60
114,0,0,0,5,0,0,0,0,0,70,76
115,0,0,0,1,0,0,0,0,0,49,52
116,0,0,0,3,0,0,0,0,0,54,59
117,0,0,0,0,0,0,0,0,0,54,58
118,0,0,0,4,0,0,0,0,0,54,60
119,2,0,0,1,0,0,0,0,0,55,59
120,0,0,0,2,0,0,0,0,0,52,54
121,0,0,0,2,0,0,0,0,0,70,77
122,0,0,0,0,0,0,0,0,0,45,47
123,0,0,0,1,0,0,0,0,0,57,58
124,0,0,0,2,0,0,0,0,0,48,54
125,0,0,0,4,0,0,0,0,0,68,76
126,0,0,0,2,0,0,0,0,0,59,61
127,0,0,0,2,0,0,0,0,0,66,74
128,0,0,0,1,0,0,0,0,0,71,73
129,0,0,0,1,0,0,0,0,0,49,50
130,0,0,0,5,0,0,0,0,0,52,61
131,0,0,0,2,0,0,0,0,0,60,65
132,0,0,0,4,0,0,0,0,0,57,64
133,0,0,0,4,0,0,0,0,0,48,53
134,2,0,0,1,0,0,0,0,0,58,62
135,0,0,0,4,0,0,0,0,0,63,71
