Time,HH,HR,HS,HW,RR,RS,RW,SS,SW,WW,Total.Pop.
0,0,0,0,0,0,0,0,0,0,50,50
1,0,0,0,0,0,0,0,0,0,57,57
2,0,0,0,0,0,0,0,0,0,73,73
3,0,0,0,0,0,0,0,0,0,102,102
4,0,0,0,0,0,0,0,0,0,118,118
5,0,0,0,0,0,0,0,0,0,114,114
6,0,0,0,0,0,0,0,0,0,107,107
7,0,0,0,0,0,0,0,0,0,107,107
8,0,0,0,0,0,0,0,0,0,144,144
9,0,0,0,0,0,0,0,0,0,112,112
10,0,0,0,0,0,0,0,0,0,104,104
11,0,0,0,0,0,0,0,0,0,85,85
12,0,0,0,0,0,0,0,0,0,100,100
13,0,0,0,0,0,0,0,0,0,88,88
14,0,0,0,0,0,0,0,0,0,79,79
15,0,0,0,0,0,0,0,0,0,70,70
16,0,0,0,0,0,0,0,0,0,72,72
17,0,0,0,0,0,0,0,0,0,75,75
18,0,0,0,0,0,0,0,0,0,69,69
19,0,0,0,0,0,0,0,0,0,75,75
20,0,0,0,0,0,0,0,0,0,77,77
21,0,0,0,0,0,0,0,0,0,71,71
22,0,0,0,0,0,0,0,0,0,63,63
23,0,0,0,0,0,0,0,0,0,62,62
24,0,0,0,0,0,0,0,0,0,77,77
25,0,0,0,0,0,0,0,0,0,59,59
26,0,0,0,0,0,0,0,0,0,77,77
27,0,0,0,0,0,0,0,0,0,74,74
28,0,0,0,0,0,0,0,0,0,70,70
29,0,0,0,0,0,0,0,0,0,78,78
30,0,0,0,0,0,0,0,0,0,75,75
31,0,0,0,0,0,0,0,0,0,88,88
32,0,0,0,0,0,0,0,0,0,70,70
33,0,0,0,0,0,0,0,0,0,94,94
34,0,0,0,0,0,0,0,0,0,81,81
35,0,0,0,0,0,0,0,0,0,64,64
36,0,0,0,0,0,0,0,0,0,65,65
37,0,0,0,0,0,0,0,0,0,68,68
38,0,0,0,0,0,0,0,0,0,67,67
39,0,0,0,0,0,0,0,0,0,58,58
40,0,0,0,0,0,0,0,0,0,71,71
41,0,0,0,0,0,0,0,0,0,71,72
42,0,0,0,0,0,0,0,0,0,76,77
43,0,0,0,0,0,0,0,0,0,68,69
44,0,0,0,0,0,0,0,0,0,58,58
45,0,0,0,0,0,0,0,0,0,74,75
46,0,0,0,0,0,0,0,0,0,60,62
47,0,0,0,0,0,0,0,0,0,69,71
48,0,0,0,0,0,0,0,0,0,59,61
49,0,0,0,0,0,0,0,0,0,64,65
50,0,0,0,0,0,0,0,0,0,66,68
51,0,0,0,0,0,0,0,0,0,67,70
52,0,0,0,0,0,0,0,0,0,67,69
53,0,0,0,0,0,0,0,0,0,63,65
54,0,0,0,0,0,0,0,0,0,66,68
55,0,0,0,0,0,0,0,0,0,71,72
56,0,0,0,1,0,0,0,0,0,56,57
57,0,0,0,0,0,0,0,0,0,72,73
58,0,0,0,1,0,0,0,0,0,65,67
59,0,0,0,0,0,0,0,0,1,48,50
60,0,0,0,0,0,0,0,0,0,52,52
61,0,0,0,0,0,0,0,0,0,55,56
62,0,0,0,0,0,0,0,0,0,71,73
63,0,0,0,0,0,0,0,0,0,49,50
64,0,0,0,0,0,0,0,0,0,62,63
65,0,0,0,1,0,0,0,0,0,41,45
66,0,0,0,0,0,0,0,0,0,68,68
67,0,0,0,1,0,0,0,0,0,67,69
68,0,0,0,1,0,0,0,0,0,53,55
69,0,0,0,1,0,0,0,0,0,65,67
70,0,0,0,2,0,0,0,0,0,55,58
71,0,0,0,0,0,0,0,0,0,71,72
72,0,0,0,3,0,0,0,0,0,59,63
73,0,0,0,1,0,0,0,0,0,53,55
74,0,0,0,1,0,0,0,0,0,64,66
75,0,0,0,2,0,0,0,0,0,61,64
76,0,0,0,1,0,0,0,0,0,82,83
77,0,0,0,1,0,0,0,0,0,54,56
78,0,0,0,0,0,0,0,0,0,52,54
79,0,0,0,2,0,0,0,0,0,62,65
80,0,0,0,0,0,0,0,0,0,63,64
81,0,0,0,1,0,0,0,0,0,75,77
82,0,0,0,0,0,0,0,0,0,69,69
83,0,0,0,1,0,0,0,0,0,64,65
84,0,0,0,4,0,0,0,0,0,70,74
85,0,0,0,0,0,0,0,0,0,51,54
86,0,0,0,2,0,0,0,0,0,65,70
87,0,0,0,1,0,0,0,0,0,66,68
88,0,0,0,1,0,0,0,0,0,61,62
89,0,0,0,0,0,0,0,0,0,43,44
90,0,0,0,3,0,0,0,0,0,54,57
91,0,0,0,2,0,0,0,0,0,59,64
92,0,0,0,1,0,0,0,0,0,56,57
93,0,0,0,1,0,0,0,0,0,54,57
94,0,0,0,1,0,0,0,0,0,49,50
95,0,0,0,1,0,0,0,0,0,53,55
96,0,0,0,1,0,0,0,0,0,61,63
97,0,0,0,4,0,0,0,0,0,60,66
98,0,0,0,2,0,0,0,0,0,63,66
99,0,0,0,0,0,0,0,0,0,50,52
100,0,0,0,0,0,0,0,0,1,68,72
101,0,0,0,2,0,0,0,0,0,49,53
102,0,0,0,0,0,0,0,0,0,53,55
103,0,0,0,5,0,0,0,0,0,56,62
104,0,0,0,1,0,0,0,0,0,59,62
105,0,0,0,2,0,0,0,0,0,55,60
106,0,0,0,1,0,0,0,0,0,66,67
107,0,0,0,0,0,0,0,0,0,71,73
108,0,0,0,1,0,0,0,0,0,54,57
109,0,0,0,3,0,0,0,0,0,47,52
110,0,0,0,3,0,0,0,0,0,49,54
111,0,0,0,2,0,0,0,0,0,49,53
112,1,0,0,1,0,0,0,0,0,44,48
113,0,0,0,2,0,0,0,0,0,63,67
114,0,0,0,3,0,0,0,0,0,63,68
115,0,0,0,2,0,0,0,0,1,53,60
116,0,0,0,4,0,0,0,0,0,69,75
117,0,0,0,2,0,0,0,0,0,54,56
118,0,0,0,4,0,0,0,0,0,50,57
119,0,0,0,4,0,0,0,0,0,54,60
120,0,0,0,2,0,0,0,0,0,62,67
121,0,0,0,1,0,0,0,0,0,46,51
122,0,0,0,0,0,0,0,0,0,51,54
123,0,0,0,3,0,0,0,0,0,50,56
124,0,0,0,2,0,0,0,0,0,45,47
125,0,0,0,0,0,0,0,0,0,52,57
126,0,0,0,4,0,0,0,0,0,60,66
127,0,0,0,3,0,0,0,0,0,72,79
128,1,0,0,3,0,0,0,0,0,50,57
129,2,0,0,1,0,0,0,0,0,51,56
130,0,0,0,3,0,0,0,0,0,52,59
131,0,0,0,5,0,0,0,0,0,55,62
132,0,0,0,4,0,0,0,0,0,50,55
133,1,0,0,1,0,0,0,0,0,60,66
134,0,0,0,3,0,0,0,0,0,53,58
135,0,0,0,7,0,0,0,0,0,54,63
136,0,0,0,2,0,0,0,0,0,45,53
137,0,0,0,6,0,0,0,0,0,55,61
138,0,0,0,3,0,0,0,0,0,49,57
139,1,0,0,2,0,0,0,0,0,46,52
140,0,0,0,5,0,0,0,0,0,53,63
141,0,0,0,4,0,0,0,0,0,37,43
142,1,0,0,3,0,0,0,0,0,52,63
143,0,0,0,2,0,0,0,0,0,53,55
144,0,0,0,3,0,0,0,0,0,47,54
145,0,0,0,4,0,0,0,0,0,50,58
146,0,0,0,3,0,0,0,0,0,45,53
147,1,0,0,5,0,0,0,0,0,47,60
148,1,0,0,0,0,0,0,0,0,54,56
149,0,0,0,5,0,0,0,0,0,49,55
150,0,0,0,4,0,0,0,0,0,45,52
151,0,0,0,7,0,0,0,0,0,52,62
152,0,0,0,6,0,0,0,0,0,48,57
153,0,0,0,4,0,0,0,0,0,49,61
154,0,0,0,3,0,0,0,0,0,40,47
155,0,0,0,9,0,0,0,0,0,53,64
156,2,0,0,6,0,0,0,0,0,58,71
157,0,0,0,3,0,0,0,0,0,42,51
158,0,0,0,4,0,0,0,0,0,40,51
159,1,0,0,5,0,0,0,0,0,45,54
160,1,0,0,1,0,0,0,0,0,50,54
161,0,0,0,4,0,0,0,0,0,49,59
162,0,0,0,9,0,0,0,0,0,57,76
163,0,0,0,3,0,0,0,0,0,41,48
164,1,0,0,8,0,0,0,0,0,47,61
165,2,0,0,7,0,0,0,0,1,40,55
166,1,0,0,5,0,0,0,0,0,50,60
167,0,0,0,6,0,0,0,0,0,51,62
168,0,0,0,7,0,0,0,0,0,63,74
169,3,0,0,10,0,0,0,0,0,48,68
170,2,0,0,14,0,0,0,0,1,41,66
171,2,0,0,9,0,0,0,0,0,37,51
172,0,0,0,12,0,0,0,0,0,44,64
173,3,0,0,5,0,0,0,0,0,51,70
174,0,0,0,10,0,0,0,0,0,57,78
175,2,0,0,6,0,0,0,0,0,48,63
176,1,0,0,9,0,0,0,0,0,56,74
177,1,0,0,8,0,0,0,0,0,35,46
178,1,0,0,7,0,0,0,0,0,41,61
179,2,0,0,2,0,0,0,0,0,53,65
180,1,0,0,6,0,0,0,0,0,52,65
