Time,HH,HR,HS,HW,RR,RS,RW,SS,SW,WW,Total.Pop.
0,0,0,0,0,0,0,0,0,0,50,50
1,0,0,0,0,0,0,0,0,0,57,57
2,0,0,0,0,0,0,0,0,0,68,68
3,0,0,0,0,0,0,0,0,0,83,83
4,0,0,0,0,0,0,0,0,0,112,112
5,0,0,0,0,0,0,0,0,0,128,128
6,0,0,0,0,0,0,0,0,0,122,122
7,0,0,0,0,0,0,0,0,0,128,128
8,0,0,0,0,0,0,0,0,0,121,121
9,0,0,0,0,0,0,0,0,0,107,107
10,0,0,0,0,0,0,0,0,0,107,107
11,0,0,0,0,0,0,0,0,0,95,95
12,0,0,0,0,0,0,0,0,0,103,103
13,0,0,0,0,0,0,0,0,0,85,85
14,0,0,0,0,0,0,0,0,0,80,80
15,0,0,0,0,0,0,0,0,0,72,72
16,0,0,0,0,0,0,0,0,0,63,63
17,0,0,0,0,0,0,0,0,0,61,61
18,0,0,0,0,0,0,0,0,0,55,55
19,0,0,0,0,0,0,0,0,0,57,57
20,0,0,0,0,0,0,0,0,0,61,61
21,0,0,0,0,0,0,0,0,0,51,51
22,0,0,0,0,0,0,0,0,0,72,72
23,0,0,0,0,0,0,0,0,0,57,57
24,0,0,0,0,0,0,0,0,0,65,65
25,0,0,0,0,0,0,0,0,0,86,86
26,0,0,0,0,0,0,0,0,0,67,67
27,0,0,0,0,0,0,0,0,0,73,73
28,0,0,0,0,0,0,0,0,0,66,66
29,0,0,0,0,0,0,0,0,0,71,71
30,0,0,0,0,0,0,0,0,0,74,74
31,0,0,0,0,0,0,0,0,0,85,85
32,0,0,0,0,0,0,0,0,0,69,69
33,0,0,0,0,0,0,0,0,0,80,80
34,0,0,0,0,0,0,0,0,0,65,66
35,0,0,0,0,0,0,0,0,0,71,71
36,0,0,0,0,0,0,0,0,0,64,64
37,0,0,0,0,0,0,0,0,0,55,56
38,0,0,0,0,0,0,0,0,0,60,61
39,0,0,0,0,0,0,0,0,0,74,74
40,0,0,0,0,0,0,0,0,0,59,59
41,0,0,0,0,0,0,0,0,0,65,68
42,0,0,0,0,0,0,0,0,0,54,56
43,0,0,0,0,0,0,0,0,0,46,47
44,0,0,0,0,0,0,0,0,0,55,56
45,0,0,0,0,0,0,0,0,0,61,61
46,0,0,0,0,0,0,0,0,0,50,50
47,0,0,0,0,0,0,0,0,0,63,64
48,0,0,0,0,0,0,0,0,0,71,75
49,0,0,0,0,0,0,0,0,0,61,63
50,0,0,0,0,0,0,0,0,0,72,73
51,0,0,0,0,0,0,0,0,0,65,66
52,0,0,0,0,0,0,0,0,0,78,79
53,0,0,0,0,0,0,0,0,0,48,49
54,0,0,0,1,0,0,0,0,0,62,63
55,0,0,0,1,0,0,0,0,0,80,82
56,0,0,0,0,0,0,0,0,0,65,65
57,0,0,0,0,0,0,0,0,0,58,60
58,0,0,0,0,0,0,0,0,0,54,54
59,0,0,0,0,0,0,0,0,0,45,45
60,0,0,0,0,0,0,0,0,0,63,64
61,0,0,0,0,0,0,0,0,0,69,70
62,0,0,0,0,0,0,0,0,0,63,64
63,0,0,0,0,0,0,0,0,0,65,66
64,0,0,0,0,0,0,0,0,0,56,57
65,0,0,0,0,0,0,0,0,0,59,60
66,0,0,0,0,0,0,0,0,0,45,45
67,0,0,0,1,0,0,0,0,0,59,60
68,0,0,0,0,0,0,0,0,0,54,54
69,0,0,0,2,0,0,0,0,0,60,62
70,0,0,0,0,0,0,0,0,0,54,54
71,0,0,0,0,0,0,0,0,0,50,52
72,0,0,0,4,0,0,0,0,0,81,88
73,0,0,0,0,0,0,0,0,0,64,67
74,0,0,0,0,0,0,0,0,0,61,61
75,0,0,0,0,0,0,0,0,0,69,71
76,0,0,0,1,0,0,0,0,0,53,55
77,0,0,0,0,0,0,0,0,0,59,60
78,0,0,0,1,0,0,0,0,0,63,65
79,0,0,0,0,0,0,0,0,0,47,50
80,0,0,0,0,0,0,0,0,0,65,67
81,0,0,0,0,0,0,0,0,0,70,70
82,0,0,0,4,0,0,0,0,0,50,54
83,0,0,0,1,0,0,0,0,0,50,51
84,0,0,0,1,0,0,0,0,0,75,78
85,1,0,0,1,0,0,0,0,0,65,67
86,0,0,0,0,0,0,0,0,0,64,67
87,0,0,0,3,0,0,0,0,0,64,68
88,0,0,0,0,0,0,0,0,0,71,73
89,0,0,0,1,0,0,0,0,0,49,51
90,0,0,0,0,0,0,0,0,0,51,52
91,0,0,0,0,0,0,0,0,0,63,66
92,0,0,0,0,0,0,0,0,0,48,50
93,0,0,0,1,0,0,0,0,0,50,53
94,0,0,0,2,0,0,0,0,0,53,55
95,0,0,0,1,0,0,0,0,0,53,55
96,0,0,0,1,0,0,0,0,0,55,57
97,0,0,0,1,0,0,0,0,0,54,57
98,0,0,0,1,0,0,0,0,0,52,53
99,0,0,0,0,0,0,0,0,0,55,57
100,0,0,0,4,0,0,0,0,0,54,59
101,0,0,0,2,0,0,0,0,0,50,54
102,0,0,0,2,0,0,0,0,0,43,49
103,0,0,0,4,0,0,0,0,0,57,63
104,0,0,0,0,0,0,0,0,0,43,43
105,0,0,0,0,0,0,0,0,0,43,43
106,0,0,0,2,0,0,0,0,0,59,61
107,0,0,0,5,0,0,0,0,0,74,84
108,0,0,0,1,0,0,0,0,0,64,66
109,0,0,0,1,0,0,0,0,0,68,70
110,1,0,0,2,0,0,0,0,0,60,63
111,0,0,0,0,0,0,0,0,0,57,60
112,1,0,0,1,0,0,0,0,0,62,64
113,0,0,0,2,0,0,0,0,0,60,65
114,0,0,0,3,0,0,0,0,0,43,48
115,0,0,0,0,0,0,0,0,0,66,69
116,0,0,0,4,0,0,0,0,0,52,58
117,0,0,0,0,0,0,0,0,0,58,60
118,0,0,0,1,0,0,0,0,0,54,57
119,0,0,0,0,0,0,0,0,0,45,47
120,0,0,0,2,0,0,0,0,0,47,50
121,0,0,0,2,0,0,0,0,0,40,44
122,0,0,0,2,0,0,0,0,0,61,64
123,0,0,0,3,0,0,0,0,0,45,52
124,2,0,0,4,0,0,0,0,0,47,56
125,0,0,0,0,0,0,0,0,0,67,68
126,0,0,0,2,0,0,0,0,0,47,51
127,0,0,0,1,0,0,0,0,0,55,60
128,0,0,0,2,0,0,0,0,0,43,50
129,1,0,0,3,0,0,0,0,0,49,55
130,0,0,0,3,0,0,0,0,0,55,60
131,0,0,0,2,0,0,0,0,0,62,65
132,0,0,0,2,0,0,0,0,0,63,65
133,0,0,0,2,0,0,0,0,0,52,58
134,0,0,0,7,0,0,0,0,0,46,53
135,0,0,0,2,0,0,0,0,0,43,47
136,1,0,0,3,0,0,0,0,0,55,63
137,0,0,0,4,0,0,0,0,0,32,40
138,0,0,0,6,0,0,0,0,0,55,63
139,1,0,0,6,0,0,0,0,0,50,60
140,0,0,0,4,0,0,0,0,0,53,60
141,0,0,0,2,0,0,0,0,0,52,57
142,0,0,0,5,0,0,0,0,0,40,50
143,0,0,0,4,0,0,0,0,0,53,60
144,0,0,0,6,0,0,0,0,0,63,73
145,1,0,0,8,0,0,0,0,1,41,57
146,0,0,0,4,0,0,0,0,0,56,64
147,0,0,0,5,0,0,0,0,0,40,47
148,0,0,0,5,0,0,0,0,0,52,61
149,1,0,0,6,0,0,0,0,0,47,57
150,0,0,0,2,0,0,0,0,0,37,41
151,0,0,0,5,0,0,0,0,0,47,59
152,0,0,0,4,0,0,0,0,0,57,61
153,2,0,0,3,0,0,0,0,0,52,62
154,0,0,0,4,0,0,0,0,0,43,51
155,0,0,0,7,0,0,0,0,0,53,62
156,0,0,0,2,0,0,0,0,0,50,59
157,2,0,0,5,0,0,0,0,0,55,68
158,0,0,0,11,0,0,0,0,0,41,57
159,0,0,0,4,0,0,0,0,0,49,59
160,1,0,0,6,0,0,0,0,0,54,67
161,1,0,0,4,0,0,0,0,0,55,65
162,1,0,0,3,0,0,0,0,0,37,48
163,0,0,0,6,0,0,0,0,0,58,66
164,0,0,0,2,0,0,0,0,0,58,62
165,2,0,0,10,0,0,0,0,0,47,62
166,0,0,0,5,0,0,0,0,0,43,50
167,0,0,0,6,0,0,0,0,0,38,48
168,0,0,0,6,0,0,0,0,0,50,64
169,5,0,0,5,0,0,0,0,0,32,45
170,0,0,0,7,0,0,0,0,0,39,54
171,0,0,0,7,0,0,0,0,0,36,50
172,1,0,0,9,0,0,0,0,0,51,66
173,2,0,0,8,0,0,0,0,0,40,53
174,2,0,0,5,0,0,0,0,0,33,42
175,2,0,0,9,0,0,0,0,0,39,53
176,1,0,0,7,0,0,0,0,0,45,59
177,1,0,0,8,0,0,0,0,0,45,61
178,2,0,0,11,0,0,0,0,0,50,65
179,0,0,0,8,0,0,0,0,0,32,44
180,2,0,0,5,0,0,0,0,0,42,56
