Time,HH,HR,HS,HW,RR,RS,RW,SS,SW,WW,Total.Pop.
0,0,0,0,0,0,0,0,0,0,50,50
1,0,0,0,0,0,0,0,0,0,50,50
2,0,0,0,0,0,0,0,0,0,88,88
3,0,0,0,0,0,0,0,0,0,105,105
4,0,0,0,0,0,0,0,0,0,104,104
5,0,0,0,0,0,0,0,0,0,112,112
6,0,0,0,0,0,0,0,0,0,106,106
7,0,0,0,0,0,0,0,0,0,104,104
8,0,0,0,0,0,0,0,0,0,101,101
9,0,0,0,0,0,0,0,0,0,139,139
10,0,0,0,0,0,0,0,0,0,112,112
11,1,0,0,0,0,0,0,0,0,108,109
12,2,0,0,0,0,0,0,0,0,72,74
13,1,0,0,0,0,0,0,0,0,75,76
14,1,0,0,0,0,0,0,0,0,88,89
15,4,0,0,0,0,0,0,0,0,81,85
16,1,0,0,0,0,0,0,0,0,65,66
17,3,0,0,0,0,0,0,0,0,71,74
18,3,0,0,0,0,0,0,0,0,51,54
19,1,0,0,0,0,0,0,0,0,76,77
20,2,0,0,0,0,0,0,0,0,64,66
21,4,0,0,0,0,0,0,0,0,79,83
22,1,0,0,0,0,0,0,0,0,65,66
23,2,0,0,0,0,0,0,0,0,72,74
24,2,0,0,0,0,0,0,0,0,68,70
25,0,0,0,0,0,0,0,0,0,80,80
26,0,0,0,0,0,0,0,0,0,67,67
27,2,0,0,0,0,0,0,0,0,78,80
28,1,0,0,0,0,0,0,0,0,70,71
29,1,0,0,0,0,0,0,0,0,80,81
30,0,0,0,0,0,0,0,0,0,82,82
31,1,0,0,0,0,0,0,0,0,78,79
32,0,0,0,0,0,0,0,0,0,61,61
33,1,0,0,0,0,0,0,0,0,78,80
34,1,0,0,0,0,0,0,0,0,65,66
35,1,0,0,0,0,0,0,0,0,71,72
36,0,0,0,0,0,0,0,0,0,81,81
37,0,0,0,0,0,0,0,0,0,64,64
38,0,0,0,0,0,0,0,0,0,81,81
39,0,0,0,0,0,0,0,0,0,59,59
40,0,0,0,0,0,0,0,0,0,58,58
41,0,0,0,0,0,0,0,0,0,54,54
42,0,0,0,0,0,0,0,0,0,61,62
43,0,0,0,0,0,0,0,0,0,74,75
44,0,0,0,0,0,0,0,0,0,55,55
45,1,0,0,0,0,0,0,0,0,53,55
46,0,0,0,0,0,0,0,0,0,65,65
47,0,0,0,0,0,0,0,0,0,75,75
48,0,0,0,0,0,0,0,0,0,60,61
49,0,0,0,0,0,0,0,0,0,63,63
50,0,0,0,0,0,0,0,0,0,64,64
51,0,0,0,1,0,0,0,0,0,46,47
52,0,0,0,0,0,0,0,0,0,61,62
53,0,0,0,0,0,0,0,0,0,68,71
54,0,0,0,0,0,0,0,0,0,73,73
55,0,0,0,0,0,0,0,0,0,50,50
56,0,0,0,0,0,0,0,0,0,80,81
57,0,0,0,1,0,0,0,0,0,71,75
58,0,0,0,1,0,0,0,0,0,58,61
59,0,0,0,0,0,0,0,0,0,59,60
60,0,0,0,0,0,0,0,0,0,55,56
61,0,0,0,0,0,0,0,0,0,69,69
62,1,0,0,0,0,0,0,0,0,65,69
63,0,0,0,2,0,0,0,0,0,40,42
64,1,0,0,1,0,0,0,0,0,48,52
65,0,0,0,0,0,0,0,0,0,55,57
66,0,0,0,1,0,0,0,0,0,61,63
67,0,0,0,0,0,0,0,0,0,51,51
68,0,0,0,1,0,0,0,0,0,58,59
69,0,0,0,1,0,0,0,0,0,55,57
70,0,0,0,2,0,0,0,0,0,71,74
71,0,0,0,0,0,0,0,0,0,47,48
72,0,0,0,0,0,0,0,0,0,44,44
73,0,0,0,2,0,0,0,0,0,65,67
74,0,0,0,0,0,0,0,0,0,54,56
75,0,0,0,0,0,0,0,0,0,54,54
76,0,0,0,0,0,0,0,0,0,43,45
77,0,0,0,0,0,0,0,0,0,60,60
78,0,0,0,1,0,0,0,0,0,49,50
79,0,0,0,1,0,0,0,0,0,63,65
80,0,0,0,1,0,0,0,0,0,54,56
81,0,0,0,1,0,0,0,0,0,63,66
82,0,0,0,0,0,0,0,0,0,69,70
