Time,HH,HR,HS,HW,RR,RS,RW,SS,SW,WW,Total.Pop.
0,0,0,0,0,0,0,0,0,0,50,50
1,0,0,0,0,0,0,0,0,0,41,41
2,0,0,0,0,0,0,0,0,0,81,81
3,0,0,0,0,0,0,0,0,0,97,97
4,0,0,0,0,0,0,0,0,0,105,105
5,0,0,0,0,0,0,0,0,0,129,129
6,0,0,0,0,0,0,0,0,0,132,132
7,0,0,0,0,0,0,0,0,0,124,124
8,0,0,0,0,0,0,0,0,0,115,115
9,0,0,0,0,0,0,0,0,0,107,107
10,0,0,0,0,0,0,0,0,0,110,110
11,0,0,0,0,0,0,0,0,0,90,90
12,0,0,0,0,0,0,0,0,0,77,77
13,0,0,0,0,0,0,0,0,0,76,76
14,0,0,0,0,0,0,0,0,0,74,74
15,0,0,0,0,0,0,0,0,0,60,60
16,0,0,0,0,0,0,0,0,0,68,68
17,0,0,0,0,0,0,0,0,0,68,68
18,0,0,0,0,0,0,0,0,0,61,61
19,0,0,0,0,0,0,0,0,0,56,56
20,0,0,0,0,0,0,0,0,0,58,58
21,0,0,0,0,0,0,0,0,0,58,58
22,0,0,0,0,0,0,0,0,0,65,65
23,0,0,0,0,0,0,0,0,0,60,60
24,0,0,0,0,0,0,0,0,0,66,66
25,0,0,0,0,0,0,0,0,0,64,64
26,0,0,0,0,0,0,0,0,0,79,79
27,0,0,0,0,0,0,0,0,0,78,78
28,0,0,0,0,0,0,0,0,0,62,62
29,0,0,0,0,0,0,0,0,0,80,80
30,0,0,0,0,0,0,0,0,0,84,84
31,0,0,0,0,0,0,0,0,0,78,78
32,0,0,0,0,0,0,0,0,0,73,73
33,0,0,0,0,0,0,0,0,0,80,80
34,0,0,0,0,0,0,0,0,0,51,51
35,0,0,0,0,0,0,0,0,0,60,60
36,0,0,0,0,0,0,0,0,0,69,69
37,0,0,0,0,0,0,0,0,0,62,62
38,0,0,0,0,0,0,0,0,0,71,71
39,0,0,0,0,0,0,0,0,0,51,51
40,0,0,0,0,0,0,0,0,0,62,62
41,0,0,0,0,0,0,0,0,0,59,60
42,0,0,0,0,0,0,0,0,0,57,60
43,0,0,0,0,0,0,0,0,0,62,63
44,0,0,0,0,0,0,0,0,0,56,57
45,0,0,0,0,0,0,0,0,0,55,55
46,0,0,0,0,0,0,0,0,0,76,76
47,0,0,0,0,0,0,0,0,0,65,66
48,0,0,0,0,0,0,0,0,0,60,63
49,0,0,0,0,0,0,0,0,0,52,53
50,0,0,0,0,0,0,0,0,0,79,80
51,0,0,0,0,0,0,0,0,0,61,63
52,0,0,0,0,0,0,0,0,0,75,77
53,0,0,0,0,0,0,0,0,0,66,67
54,0,0,0,0,0,0,0,0,0,68,71
55,0,0,0,0,0,0,0,0,0,50,51
56,0,0,0,0,0,0,0,0,0,61,62
57,0,0,0,1,0,0,0,0,0,64,65
58,0,0,0,1,0,0,0,0,0,63,64
59,0,0,0,0,0,0,0,0,0,67,68
60,0,0,0,2,0,0,0,0,0,50,53
61,0,0,0,1,0,0,0,0,0,55,56
62,0,0,0,0,0,0,0,0,0,66,66
63,0,0,0,0,0,0,0,0,0,62,63
64,0,0,0,1,0,0,0,0,0,50,51
65,0,0,0,0,0,0,0,0,0,55,57
66,0,0,0,2,0,0,0,0,0,75,77
67,0,0,0,0,0,0,0,0,0,52,52
68,0,0,0,0,0,0,0,0,0,59,61
69,0,0,0,2,0,0,0,0,0,69,71
70,0,0,0,0,0,0,0,0,0,60,61
71,0,0,0,0,0,0,0,0,0,58,59
72,0,0,0,0,0,0,0,0,0,72,74
73,0,0,0,2,0,0,0,0,0,61,64
74,0,0,0,1,0,0,0,0,0,56,60
75,0,0,0,1,0,0,0,0,0,51,52
76,0,0,0,0,0,0,0,0,0,51,51
77,0,0,0,2,0,0,0,0,0,66,69
78,0,0,0,0,0,0,0,0,0,58,58
79,0,0,0,0,0,0,0,0,0,54,56
80,0,0,0,0,0,0,0,0,0,54,54
81,0,0,0,1,0,0,0,0,0,65,66
82,0,0,0,1,0,0,0,0,0,48,49
83,0,0,0,2,0,0,0,0,0,63,66
84,0,0,0,1,0,0,0,0,0,52,55
85,0,0,0,3,0,0,0,0,0,51,54
86,0,0,0,1,0,0,0,0,0,64,67
87,0,0,0,2,0,0,0,0,0,65,69
88,0,0,0,0,0,0,0,0,0,60,62
89,0,0,0,3,0,0,0,0,0,56,60
90,0,0,0,0,0,0,0,0,0,42,43
91,0,0,0,2,0,0,0,0,0,53,57
92,0,0,0,2,0,0,0,0,0,51,56
93,0,0,0,1,0,0,0,0,0,44,47
94,0,0,0,0,0,0,0,0,0,44,44
95,0,0,0,1,0,0,0,0,1,63,65
96,0,0,0,1,0,0,0,0,0,54,55
97,0,0,0,0,0,0,0,0,0,50,50
98,0,0,0,0,0,0,0,0,0,61,62
99,0,0,0,0,0,0,0,0,0,40,40
100,0,0,0,2,0,0,0,0,0,54,58
101,0,0,0,2,0,0,0,0,0,54,57
102,0,0,0,2,0,0,0,0,0,55,59
103,0,0,0,0,0,0,0,0,0,48,50
104,1,0,0,1,0,0,0,0,0,59,62
105,0,0,0,3,0,0,0,0,0,66,69
106,0,0,0,0,0,0,0,0,0,60,61
107,0,0,0,2,0,0,0,0,0,49,53
108,0,0,0,0,0,0,0,0,0,54,54
109,0,0,0,3,0,0,0,0,0,46,52
110,0,0,0,3,0,0,0,0,0,66,70
111,0,0,0,2,0,0,0,0,0,42,46
112,0,0,0,0,0,0,0,0,0,60,62
113,0,0,0,5,0,0,0,0,0,49,54
114,0,0,0,2,0,0,0,0,0,60,63
115,0,0,0,3,0,0,0,0,0,66,70
116,0,0,0,2,0,0,0,0,0,42,48
117,0,0,0,0,0,0,0,0,0,48,48
118,0,0,0,3,0,0,0,0,0,46,54
119,0,0,0,1,0,0,0,0,0,53,56
120,0,0,0,0,0,0,0,0,0,68,69
121,0,0,0,4,0,0,0,0,0,51,58
122,0,0,0,2,0,0,0,0,0,51,55
123,0,0,0,4,0,0,0,0,0,55,62
124,0,0,0,3,0,0,0,0,0,50,56
125,0,0,0,4,0,0,0,0,0,43,52
126,0,0,0,3,0,0,0,0,0,38,45
127,0,0,0,3,0,0,0,0,0,39,45
128,0,0,0,3,0,0,0,0,0,42,46
129,0,0,0,2,0,0,0,0,0,44,49
130,0,0,0,2,0,0,0,0,0,44,54
131,0,0,0,6,0,0,0,0,0,60,68
132,0,0,0,4,0,0,0,0,0,41,47
133,0,0,0,8,0,0,0,0,0,60,70
134,0,0,0,2,0,0,0,0,0,56,61
135,0,0,0,3,0,0,0,0,0,44,52
136,0,0,0,6,0,0,0,0,0,39,47
137,0,0,0,2,0,0,0,0,0,41,47
138,1,0,0,5,0,0,0,0,0,51,62
139,0,0,0,3,0,0,0,0,0,67,74
140,2,0,0,8,0,0,0,0,0,62,76
141,0,0,0,1,0,0,0,0,0,44,47
142,0,0,0,7,0,0,0,0,0,43,55
143,0,0,0,6,0,0,0,0,0,38,48
144,0,0,0,3,0,0,0,0,1,42,53
145,0,0,0,2,0,0,0,0,0,58,67
146,0,0,0,3,0,0,0,0,0,45,54
147,1,0,0,8,0,0,0,0,0,58,69
148,0,0,0,7,0,0,0,0,0,51,61
149,0,0,0,1,0,0,0,0,0,41,46
150,0,0,0,3,0,0,0,0,0,47,54
151,1,0,0,7,0,0,0,0,0,46,55
152,1,0,0,7,0,0,0,0,0,37,50
153,0,0,0,4,0,0,0,0,0,46,55
154,1,0,0,2,0,0,0,0,0,46,56
155,0,0,0,4,0,0,0,0,0,52,60
156,0,0,0,8,0,0,0,0,0,48,59
157,0,0,0,8,0,0,0,0,0,48,60
158,0,0,0,8,0,0,0,0,0,50,61
159,1,0,0,6,0,0,0,0,0,58,72
160,0,0,0,2,0,0,0,0,0,53,60
161,1,0,0,6,0,0,0,0,0,40,53
162,1,0,0,5,0,0,0,0,0,51,68
163,0,0,0,10,0,0,0,0,1,54,73
164,0,0,0,3,0,0,0,0,0,32,42
165,0,0,0,4,0,0,0,0,0,40,46
166,1,0,0,5,0,0,0,0,0,57,67
167,2,0,0,5,0,0,0,0,0,43,54
168,0,0,0,3,0,0,0,0,0,29,39
169,1,0,0,7,0,0,0,0,0,46,65
170,1,0,0,6,0,0,0,0,0,36,54
171,2,0,0,4,0,0,0,0,0,31,38
172,2,0,0,9,0,0,0,0,0,43,60
173,1,0,0,10,0,0,0,0,0,33,48
174,0,0,0,10,0,0,0,0,0,45,63
175,1,0,0,12,0,0,0,0,0,41,60
176,1,0,0,11,0,0,0,0,0,42,61
177,3,0,0,6,0,0,0,0,0,44,54
178,1,0,0,5,0,0,0,0,0,38,50
179,2,0,0,8,0,0,0,0,0,23,37
180,1,0,0,4,0,0,0,0,0,38,46
181,3,0,0,9,0,0,0,0,0,29,48
182,2,0,0,9,0,0,0,0,0,50,71
183,4,0,0,12,0,0,0,0,0,51,76
184,4,0,0,11,0,0,0,0,0,35,61
185,1,0,0,11,0,0,0,0,0,49,68
186,3,0,0,6,0,0,0,0,0,40,58
187,0,0,0,12,0,0,0,0,0,42,61
188,3,0,0,10,0,0,0,0,0,36,57
189,1,0,0,10,0,0,0,0,0,38,58
190,0,0,0,13,0,0,0,0,0,33,54
191,8,0,0,9,0,0,0,0,0,26,50
192,1,0,0,8,0,0,0,0,0,46,65
193,3,0,0,7,0,0,0,0,0,36,58
194,1,0,0,11,0,0,0,0,0,35,54
195,4,0,0,19,0,0,0,0,0,41,70
196,2,0,0,10,0,0,0,0,0,36,51
197,5,0,0,9,0,0,0,0,0,35,55
