Time,HH,HR,HS,HW,RR,RS,RW,SS,SW,WW,Total.Pop.
0,0,0,0,0,0,0,0,0,0,50,50
1,0,0,0,0,0,0,0,0,0,38,38
2,0,0,0,0,0,0,0,0,0,55,55
3,0,0,0,0,0,0,0,0,0,87,87
4,0,0,0,0,0,0,0,0,0,104,104
5,0,0,0,0,0,0,0,0,0,130,130
6,0,0,0,0,0,0,0,0,0,112,112
7,0,0,0,0,0,0,0,0,0,125,125
8,0,0,0,0,0,0,0,0,0,99,99
9,0,0,0,0,0,0,0,0,0,110,110
10,0,0,0,0,0,0,0,0,0,98,98
11,3,0,0,0,0,0,0,0,0,79,82
12,3,0,0,0,0,0,0,0,0,70,73
13,0,0,0,0,0,0,0,0,0,85,85
14,2,0,0,0,0,0,0,0,0,74,76
15,1,0,0,0,0,0,0,0,0,63,64
16,5,0,0,0,0,0,0,0,0,69,74
17,0,0,0,0,0,0,0,0,0,55,55
18,3,0,0,0,0,0,0,0,0,68,71
19,5,0,0,0,0,0,0,0,0,58,63
20,3,0,0,0,0,0,0,0,0,55,58
21,2,0,0,0,0,0,0,0,0,46,48
22,3,0,0,0,0,0,0,0,0,62,65
23,1,0,0,0,0,0,0,0,0,85,86
24,1,0,0,0,0,0,0,0,0,75,76
25,1,0,0,0,0,0,0,0,0,65,66
26,1,0,0,0,0,0,0,0,0,74,75
27,0,0,0,0,0,0,0,0,0,65,65
28,3,0,0,0,0,0,0,0,0,67,70
29,0,0,0,0,0,0,0,0,0,72,72
30,1,0,0,0,0,0,0,0,0,76,77
31,1,0,0,0,0,0,0,0,0,69,70
32,0,0,0,0,0,0,0,0,0,83,83
33,0,0,0,0,0,0,0,0,0,82,82
34,1,0,0,0,0,0,0,0,0,66,68
35,0,0,0,0,0,0,0,0,0,64,64
36,0,0,0,0,0,0,0,0,0,56,56
37,0,0,0,0,0,0,0,0,0,69,69
38,0,0,0,0,0,0,0,0,0,67,68
39,0,0,0,0,0,0,0,0,0,76,76
40,0,0,0,0,0,0,0,0,0,64,64
41,1,0,0,0,0,0,0,0,0,61,62
42,0,0,0,0,0,0,0,0,0,54,54
43,0,0,0,0,0,0,0,0,0,56,56
44,0,0,0,0,0,0,0,0,0,55,56
45,1,0,0,0,0,0,0,0,0,46,47
46,0,0,0,0,0,0,0,0,0,56,56
47,0,0,0,0,0,0,0,0,0,48,50
48,0,0,0,0,0,0,0,0,0,55,55
49,0,0,0,0,0,0,0,0,0,62,62
50,0,0,0,0,0,0,0,0,0,64,64
51,0,0,0,0,0,0,0,0,0,58,58
52,0,0,0,0,0,0,0,0,0,55,55
53,0,0,0,1,0,0,0,0,0,53,56
54,0,0,0,0,0,0,0,0,0,66,67
55,0,0,0,0,0,0,0,0,0,62,62
56,0,0,0,1,0,0,0,0,0,66,69
57,1,0,0,1,0,0,0,0,0,53,55
58,0,0,0,0,0,0,0,0,0,53,54
59,0,0,0,0,0,0,0,0,0,43,43
60,0,0,0,1,0,0,0,0,0,70,71
61,0,0,0,2,0,0,0,0,0,47,51
62,0,0,0,1,0,0,0,0,0,56,58
63,0,0,0,0,0,0,0,0,0,65,69
64,0,0,0,0,0,0,0,0,0,50,51
65,0,0,0,1,0,0,0,0,0,52,54
66,0,0,0,1,0,0,0,0,0,60,62
67,0,0,0,1,0,0,0,0,0,45,46
68,0,0,0,0,0,0,0,0,0,42,42
69,0,0,0,1,0,0,0,0,0,58,59
70,0,0,0,0,0,0,0,0,0,56,57
71,0,0,0,1,0,0,0,0,0,47,50
72,0,0,0,0,0,0,0,0,0,43,45
73,0,0,0,0,0,0,0,0,0,46,48
74,0,0,0,1,0,0,0,0,0,51,52
75,0,0,0,1,0,0,0,0,0,64,66
76,0,0,0,1,0,0,0,0,0,62,64
77,0,0,0,0,0,0,0,0,0,57,57
78,0,0,0,1,0,0,0,0,0,53,54
79,0,0,0,2,0,0,0,0,0,51,54
80,0,0,0,1,0,0,0,0,0,50,52
81,0,0,0,0,0,0,0,0,0,37,38
82,0,0,0,0,0,0,0,0,0,57,59
83,0,0,0,2,0,0,0,0,0,44,47
84,0,0,0,1,0,0,0,0,0,48,49
85,0,0,0,1,0,0,0,0,0,57,60
86,0,0,0,1,0,0,0,0,0,37,39
87,0,0,0,2,0,0,0,0,0,56,59
88,0,0,0,1,0,0,0,0,0,47,48
89,0,0,0,1,0,0,0,0,0,48,50
90,0,0,0,1,0,0,0,0,0,66,67
91,0,0,0,3,0,0,0,0,0,50,53
92,0,0,0,0,0,0,0,0,0,53,57
93,0,0,0,1,0,0,0,0,0,53,55
94,0,0,0,3,0,0,0,0,0,42,47
95,0,0,0,1,0,0,0,0,0,65,67
96,0,0,0,2,0,0,0,0,0,60,62
97,0,0,0,0,0,0,0,0,0,51,52
98,0,0,0,4,0,0,0,0,0,54,58
99,0,0,0,3,0,0,0,0,0,51,54
100,0,0,0,2,0,0,0,0,0,51,54
101,1,0,0,2,0,0,0,0,0,45,50
102,0,0,0,2,0,0,0,0,0,61,63
103,0,0,0,5,0,0,0,0,0,66,74
104,0,0,0,1,0,0,0,0,0,57,59
105,0,0,0,1,0,0,0,0,0,47,49
106,1,0,0,1,0,0,0,0,0,40,45
107,0,0,0,1,0,0,0,0,0,59,62
108,1,0,0,1,0,0,0,0,0,57,62
109,0,0,0,2,0,0,0,0,0,57,60
110,0,0,0,2,0,0,0,0,0,48,51
111,0,0,0,2,0,0,0,0,0,58,63
112,0,0,0,0,0,0,0,0,0,54,55
113,0,0,0,2,0,0,0,0,0,52,56
114,0,0,0,0,0,0,0,0,0,60,62
115,0,0,0,0,0,0,0,0,0,47,49
116,0,0,0,1,0,0,0,0,0,57,60
117,0,0,0,5,0,0,0,0,0,38,46
118,0,0,0,3,0,0,0,0,0,60,65
119,0,0,0,3,0,0,0,0,0,53,56
120,0,0,1,4,0,0,0,0,0,54,63
121,0,0,0,5,0,0,0,0,0,41,47
122,0,0,0,4,0,0,0,0,0,45,50
123,0,0,0,2,0,0,0,0,0,56,59
124,0,0,0,4,0,0,0,0,0,57,63
125,1,0,0,4,0,0,0,0,0,38,46
126,0,0,0,2,0,0,0,0,0,34,42
127,0,0,0,3,0,0,0,0,0,41,45
128,0,0,0,4,0,0,0,0,0,53,62
129,0,0,0,2,0,0,0,0,0,49,53
130,0,0,0,2,0,0,0,0,0,45,50
131,0,0,0,4,0,0,0,0,0,44,51
132,1,0,0,3,0,0,0,0,0,60,66
133,1,0,0,1,0,0,0,0,0,59,61
134,0,0,0,4,0,0,0,0,0,52,59
135,0,0,0,3,0,0,0,0,0,52,56
136,0,0,0,4,0,0,0,0,0,60,67
137,1,0,0,4,0,0,0,0,0,45,54
138,0,0,0,5,0,0,0,0,0,49,56
139,0,0,0,5,0,0,0,0,0,46,57
140,0,0,0,4,0,0,0,0,0,42,48
141,1,0,0,2,0,0,0,0,0,45,53
142,0,0,0,1,0,0,0,0,0,45,50
143,0,0,0,5,0,0,0,0,0,50,55
144,0,0,0,4,0,0,0,0,0,53,59
145,0,0,0,5,0,0,0,0,0,55,63
146,0,0,0,2,0,0,0,0,0,40,46
147,1,0,0,2,0,0,0,0,0,51,58
148,0,0,0,3,0,0,0,0,0,39,49
149,0,0,0,6,0,0,0,0,0,37,45
150,0,0,0,3,0,0,0,0,0,42,52
151,0,0,0,4,0,0,0,0,0,47,60
152,0,0,0,2,0,0,0,0,0,41,50
153,0,0,0,3,0,0,0,0,0,48,51
154,0,0,0,1,0,0,0,0,0,48,52
155,1,0,0,7,0,0,0,0,0,55,67
156,1,0,0,11,0,0,0,0,0,36,51
157,1,0,0,2,0,0,0,0,0,46,53
158,0,0,0,6,0,0,0,0,0,54,65
159,0,0,0,6,0,0,0,0,0,47,59
160,0,0,0,2,0,0,0,0,0,58,69
161,1,0,0,6,0,0,0,0,0,47,56
162,1,0,0,5,0,0,0,0,0,37,47
163,0,0,0,2,0,0,0,0,0,42,46
164,0,0,0,10,0,0,0,0,0,42,61
165,0,0,0,8,0,0,0,0,0,41,58
166,2,0,0,5,0,0,0,0,0,26,43
167,0,0,0,6,0,0,0,0,0,40,55
168,1,0,0,1,0,0,0,0,0,42,51
169,2,0,0,10,0,0,0,0,0,38,60
170,3,0,0,8,0,0,0,0,0,37,57
171,1,0,0,8,0,0,0,0,0,46,64
172,1,0,0,6,0,0,0,0,0,38,55
173,1,0,0,6,0,0,0,0,0,38,53
174,0,0,0,10,0,0,0,0,0,41,60
175,1,0,0,11,0,0,0,0,0,40,61
176,1,0,0,4,0,0,0,0,0,35,49
177,1,0,0,6,0,0,0,0,0,36,49
178,2,0,0,7,0,0,0,0,0,39,55
179,3,0,0,10,0,0,0,0,0,29,49
180,1,0,0,10,0,0,0,0,0,43,58
