Time,HH,HR,HS,HW,RR,RS,RW,SS,SW,WW,Total.Pop.
0,0,0,0,0,0,0,0,0,0,50,50
1,0,0,0,0,0,0,0,0,0,46,46
2,0,0,0,0,0,0,0,0,0,75,75
3,0,0,0,0,0,0,0,0,0,76,76
4,0,0,0,0,0,0,0,0,0,112,112
5,0,0,0,0,0,0,0,0,0,110,110
6,0,0,0,0,0,0,0,0,0,130,130
7,0,0,0,0,0,0,0,0,0,119,119
8,0,0,0,0,0,0,0,0,0,97,97
9,0,0,0,0,0,0,0,0,0,125,125
10,0,0,0,0,0,0,0,0,0,112,112
11,1,0,0,0,0,0,0,0,0,99,100
12,1,0,0,0,0,0,0,0,0,95,96
13,2,0,0,0,0,0,0,0,0,77,79
14,4,0,0,0,0,0,0,0,0,83,87
15,0,0,0,0,0,0,0,0,0,58,58
16,5,0,0,0,0,0,0,0,0,73,78
17,4,0,0,0,0,0,0,0,0,81,85
18,3,0,0,0,0,0,0,0,0,69,72
19,5,0,0,0,0,0,0,0,0,64,69
20,7,0,0,0,0,0,0,0,0,74,81
21,4,0,0,0,0,0,0,0,0,59,63
22,2,0,0,0,0,0,0,0,0,61,63
23,1,0,0,0,0,0,0,0,0,79,80
24,1,0,0,0,0,0,0,0,0,76,77
25,4,0,0,0,0,0,0,0,0,76,80
26,1,0,0,0,0,0,0,0,0,86,87
27,1,0,0,0,0,0,0,0,0,82,83
28,1,0,0,0,0,0,0,0,0,78,79
29,2,0,0,0,0,0,0,0,0,65,67
30,1,0,0,0,0,0,0,0,0,77,78
31,1,0,0,0,0,0,0,0,0,67,68
32,1,0,0,0,0,0,0,0,0,75,76
33,0,0,0,0,0,0,0,0,0,71,71
34,0,0,0,0,0,0,0,0,0,67,68
35,1,0,0,0,0,0,0,0,0,72,73
36,1,0,0,0,0,0,0,0,0,65,67
37,0,0,0,0,0,0,0,0,0,73,73
38,0,0,0,0,0,0,0,0,0,65,65
39,0,0,0,0,0,0,0,0,0,65,65
40,0,0,0,0,0,0,0,0,0,72,72
41,0,0,0,0,0,0,0,0,0,70,70
42,0,0,0,0,0,0,0,0,0,57,57
43,1,0,0,0,0,0,0,0,0,60,63
44,0,0,0,0,0,0,0,0,0,64,66
45,0,0,0,0,0,0,0,0,0,66,67
46,0,0,0,0,0,0,0,0,0,58,61
47,0,0,0,0,0,0,0,0,0,64,64
48,0,0,0,0,0,0,0,0,0,62,63
49,0,0,0,0,0,0,0,0,0,67,67
50,0,0,0,0,0,0,0,0,0,48,48
51,1,0,0,0,0,0,0,0,0,56,57
52,0,0,0,0,0,0,0,0,0,65,68
53,0,0,0,0,0,0,0,0,0,66,67
54,0,0,0,0,0,0,0,0,0,67,68
55,0,0,0,0,0,0,0,0,0,58,59
56,0,0,0,0,0,0,0,0,0,65,66
57,0,0,0,0,0,0,0,0,0,57,58
58,0,0,0,1,0,0,0,0,0,53,55
59,1,0,0,0,0,0,0,0,0,40,42
60,0,0,0,0,0,0,0,0,0,69,69
61,0,0,0,0,0,0,0,0,0,52,54
