Time,HH,HR,HS,HW,RR,RS,RW,SS,SW,WW,Total.Pop.
0,0,0,0,0,0,0,0,0,0,50,50
1,0,0,0,0,0,0,0,0,0,51,51
2,0,0,0,0,0,0,0,0,0,61,61
3,0,0,0,0,0,0,0,0,0,88,88
4,0,0,0,0,0,0,0,0,0,89,89
5,0,0,0,0,0,0,0,0,0,98,98
6,0,0,0,0,0,0,0,0,0,109,109
7,0,0,0,0,0,0,0,0,0,126,126
8,0,0,0,0,0,0,0,0,0,106,106
9,0,0,0,0,0,0,0,0,0,94,94
10,0,0,0,0,0,0,0,0,0,90,90
11,0,0,0,0,0,0,0,0,0,96,96
12,0,0,0,0,0,0,0,0,0,86,86
13,0,0,0,0,0,0,0,0,0,78,78
14,0,0,0,0,0,0,0,0,0,66,66
15,0,0,0,0,0,0,0,0,0,66,66
16,0,0,0,0,0,0,0,0,0,52,52
17,0,0,0,0,0,0,0,0,0,59,59
18,0,0,0,0,0,0,0,0,0,60,60
19,0,0,0,0,0,0,0,0,0,55,55
20,0,0,0,0,0,0,0,0,0,56,56
21,0,0,0,0,0,0,0,0,0,52,52
22,0,0,0,0,0,0,0,0,1,74,75
23,0,0,0,0,0,0,0,0,0,55,55
24,0,0,0,0,0,0,0,0,0,63,63
25,0,0,0,0,0,0,0,0,0,58,58
26,0,0,0,0,0,0,0,0,0,76,76
27,0,0,0,0,0,0,0,0,0,67,67
28,0,0,0,0,0,0,0,0,0,60,60
29,0,0,0,0,0,0,0,0,0,66,66
30,0,0,0,0,0,0,0,0,0,64,64
31,0,0,0,0,0,0,0,0,0,48,48
32,0,0,0,0,0,0,0,0,0,62,63
33,0,0,0,0,0,0,0,0,0,67,67
34,0,0,0,0,0,0,0,0,0,54,54
35,0,0,0,0,0,0,0,0,0,47,47
36,0,0,0,0,0,0,0,0,0,60,60
37,0,0,0,0,0,0,0,0,0,54,54
38,0,0,0,0,0,0,0,0,0,61,62
39,0,0,0,0,0,0,0,0,0,71,71
40,0,0,0,0,0,0,0,0,0,51,52
41,0,0,0,0,0,0,0,0,0,57,57
42,0,0,0,0,0,0,0,0,0,48,48
43,0,0,0,0,0,0,0,0,0,60,60
44,0,0,0,0,0,0,0,0,0,63,65
45,0,0,0,0,0,0,0,0,0,60,60
46,0,0,0,0,0,0,0,0,0,49,49
47,0,0,0,0,0,0,0,0,0,51,52
48,0,0,0,0,0,0,0,0,0,53,54
49,0,0,0,0,0,0,0,0,0,65,66
50,0,0,0,0,0,0,0,0,0,49,50
51,0,0,0,0,0,0,0,0,0,58,59
52,0,0,0,0,0,0,0,0,0,46,47
53,0,0,0,0,0,0,0,0,0,57,59
54,0,0,0,0,0,0,0,0,0,53,53
55,0,0,0,0,0,0,0,0,0,56,57
56,0,0,0,0,0,0,0,0,0,48,50
57,0,0,0,1,0,0,0,0,0,39,42
58,0,0,0,0,0,0,0,0,0,50,51
59,0,0,0,0,0,0,0,0,0,54,54
60,0,0,0,2,0,0,0,0,0,51,53
61,0,0,0,0,0,0,0,0,0,48,48
62,0,0,0,0,0,0,0,0,0,55,55
63,0,0,0,0,0,0,0,0,0,42,43
64,0,0,0,0,0,0,0,0,0,47,48
65,0,0,0,2,0,0,0,0,0,45,47
66,0,0,0,0,0,0,0,0,0,45,47
67,0,0,0,1,0,0,0,0,0,63,65
68,0,0,0,0,0,0,0,0,0,51,53
69,0,0,0,0,0,0,0,0,0,62,62
70,0,0,0,2,0,0,0,0,0,45,47
71,0,0,0,1,0,0,0,0,0,53,54
72,0,0,0,1,0,0,0,0,0,62,63
73,0,0,0,1,0,0,0,0,0,55,57
74,0,0,0,1,0,0,0,0,0,54,56
75,0,0,0,1,0,0,0,0,0,52,53
76,0,0,0,2,0,0,0,0,0,67,70
77,0,0,0,0,0,0,0,0,0,39,42
78,0,0,0,0,0,0,0,0,0,44,45
79,0,0,0,1,0,0,0,0,0,49,52
80,0,0,0,1,0,0,0,0,0,53,56
81,0,0,0,1,0,0,0,0,0,48,50
82,0,0,0,0,0,0,0,0,0,50,52
83,0,0,0,2,0,0,0,0,0,61,64
84,0,0,0,0,0,0,0,0,0,40,40
85,0,0,0,2,0,0,0,0,0,49,51
86,0,0,0,1,0,0,0,0,0,44,45
87,0,0,0,1,0,0,0,0,0,61,63
88,0,0,0,0,0,0,0,0,0,48,48
89,0,0,0,1,0,0,0,0,0,35,37
90,0,0,0,3,0,0,0,0,0,61,65
91,0,0,0,1,0,0,0,0,0,53,54
92,0,0,0,1,0,0,0,0,0,45,46
93,0,0,0,3,0,0,0,0,0,55,58
94,0,0,0,0,0,0,0,0,0,41,42
95,0,0,0,1,0,0,0,0,0,55,56
