Time,HH,HR,HS,HW,RR,RS,RW,SS,SW,WW,Total.Pop.
0,0,0,0,0,0,0,0,0,0,50,50
1,0,0,0,0,0,0,0,0,0,41,41
2,0,0,0,0,0,0,0,0,0,68,68
3,0,0,0,0,0,0,0,0,0,107,107
4,0,0,0,0,0,0,0,0,0,107,107
5,0,0,0,0,0,0,0,0,0,115,115
6,0,0,0,0,0,0,0,0,0,129,129
7,0,0,0,0,0,0,0,0,0,118,118
8,0,0,0,0,0,0,0,0,0,106,106
9,0,0,0,0,0,0,0,0,0,128,128
10,1,0,0,0,0,0,0,0,0,107,108
11,0,0,0,0,0,0,0,0,0,118,118
12,1,0,0,0,0,0,0,0,0,85,86
13,3,0,0,0,0,0,0,0,0,94,97
14,1,0,0,0,0,0,0,0,0,63,64
15,1,0,0,0,0,0,0,0,0,77,78
16,3,0,0,0,0,0,0,0,0,84,87
17,2,0,0,0,0,0,0,0,0,72,74
18,5,0,0,0,0,0,0,0,0,61,66
19,2,0,0,0,0,0,0,0,0,63,65
20,4,0,0,0,0,0,0,0,0,72,76
21,2,0,0,0,0,0,0,0,0,71,73
22,5,0,0,0,0,0,0,0,0,69,74
23,2,0,0,0,0,0,0,0,0,82,84
24,2,0,0,0,0,0,0,0,0,70,72
25,2,0,0,0,0,0,0,0,0,78,80
26,1,0,0,0,0,0,0,0,0,76,77
27,0,0,0,0,0,0,0,0,0,63,63
28,1,0,0,0,0,0,0,0,0,77,78
29,1,0,0,0,0,0,0,0,0,64,65
30,0,0,0,0,0,0,0,0,0,74,74
31,1,0,0,0,0,0,0,0,0,72,73
32,0,0,0,0,0,0,0,0,0,84,84
33,1,0,0,0,0,0,0,0,0,71,72
34,1,0,0,0,0,0,0,0,0,84,85
35,1,0,0,0,0,0,0,0,0,80,81
36,0,0,0,0,0,0,0,0,0,71,71
37,0,0,0,0,0,0,0,0,0,72,73
38,0,0,0,0,0,0,0,0,0,55,55
39,0,0,0,0,0,0,0,0,0,73,74
40,0,0,0,0,0,0,0,0,0,58,58
41,0,0,0,0,0,0,0,0,0,60,62
42,0,0,0,0,0,0,0,0,0,80,81
43,0,0,0,0,0,0,0,0,0,69,70
44,0,0,0,0,0,0,0,0,0,54,55
45,0,0,0,0,0,0,0,0,0,60,60
46,0,0,0,0,0,0,0,0,0,57,59
47,0,0,0,0,0,0,0,0,0,68,70
48,0,0,0,0,0,0,0,0,0,49,51
49,0,0,0,0,0,0,0,0,0,59,60
50,0,0,0,0,0,0,0,0,0,56,57
51,0,0,0,0,0,0,0,0,0,54,55
52,0,0,0,1,0,0,0,0,0,62,63
53,0,0,0,0,0,0,0,0,0,60,62
54,0,0,0,0,0,0,0,0,0,73,73
55,0,0,0,0,0,0,0,0,0,75,76
56,0,0,0,0,0,0,0,0,0,71,72
57,0,0,0,0,0,0,0,0,0,64,65
58,0,0,0,0,0,0,0,0,0,69,72
59,0,0,0,0,0,0,0,0,0,65,65
60,0,0,0,1,0,0,0,0,0,65,66
61,0,0,0,2,0,0,0,0,0,70,74
62,0,0,0,0,0,0,0,0,0,53,54
63,0,0,0,1,0,0,0,0,0,63,65
64,0,0,0,0,0,0,0,0,0,60,61
65,0,0,0,0,0,0,0,0,0,73,74
66,0,0,0,0,0,0,0,0,0,55,55
67,0,0,0,0,0,0,0,0,0,65,70
68,0,0,0,1,0,0,0,0,0,62,65
69,0,0,0,0,0,0,0,0,0,64,65
70,0,0,0,2,0,0,0,0,0,52,54
71,0,0,0,0,0,0,0,0,0,60,62
72,0,0,0,1,0,0,0,0,0,64,65
73,0,0,0,1,0,0,0,0,0,68,71
74,0,0,0,0,0,0,0,0,0,53,55
75,0,0,0,1,0,0,0,0,0,59,61
76,0,0,0,1,0,0,0,0,0,66,70
77,0,0,0,0,0,0,0,0,0,59,62
78,0,0,0,2,0,0,0,0,0,49,53
79,0,0,0,1,0,0,0,0,0,42,45
80,0,0,0,0,0,0,0,0,0,62,64
81,0,0,0,1,0,0,0,0,0,65,66
82,0,0,0,1,0,0,0,0,0,57,59
83,0,0,0,0,0,0,0,0,0,52,53
84,0,0,0,0,0,0,0,0,0,52,52
85,0,0,0,3,0,0,0,0,0,67,71
86,0,0,0,0,0,0,0,0,0,60,61
87,0,0,0,4,0,0,0,0,0,51,56
88,0,0,0,2,0,0,0,0,0,57,60
89,0,0,0,0,0,0,0,0,0,64,65
90,1,0,0,5,0,0,0,0,0,55,63
91,0,0,0,1,0,0,0,0,0,60,62
92,0,0,0,1,0,0,0,0,0,61,63
93,0,0,0,0,0,0,0,0,0,48,50
94,0,0,0,2,0,0,0,0,0,51,56
95,0,0,0,2,0,0,0,0,0,54,58
96,0,0,0,2,0,0,0,0,0,56,60
97,0,0,0,1,0,0,0,0,0,69,70
98,0,0,0,1,0,0,0,0,0,66,69
99,0,0,0,2,0,0,0,0,0,52,56
100,0,0,0,1,0,0,0,0,0,56,57
101,0,0,0,0,0,0,0,0,0,55,58
102,0,0,0,2,0,0,0,0,0,52,56
103,0,0,0,2,0,0,0,0,0,43,47
104,0,0,1,2,0,0,0,0,0,53,59
105,0,0,0,3,0,0,0,0,0,59,62
106,1,0,0,3,0,0,0,0,0,48,54
107,0,0,0,3,0,0,0,0,0,58,62
108,0,0,0,0,0,0,0,0,0,55,57
109,0,0,0,2,0,0,0,0,0,67,70
110,0,0,0,1,0,0,0,0,0,46,52
111,0,0,0,3,0,0,0,0,0,65,69
112,0,0,0,2,0,0,0,0,0,55,58
113,0,0,0,0,0,0,0,0,0,54,57
114,0,0,0,3,0,0,0,0,0,53,57
115,0,0,0,2,0,0,0,0,0,53,56
116,0,0,0,4,0,0,0,0,0,45,51
117,0,0,0,3,0,0,0,0,0,53,58
118,0,0,0,0,0,0,0,0,0,55,56
119,0,0,0,0,0,0,0,0,0,52,54
120,0,0,0,3,0,0,0,0,0,52,57
121,0,0,0,1,0,0,0,0,0,51,55
122,0,0,0,1,0,0,0,0,0,55,61
123,0,0,0,3,0,0,0,0,0,51,57
124,0,0,0,1,0,0,0,0,0,54,58
125,0,0,0,2,0,0,0,0,0,41,46
126,0,0,0,3,0,0,0,0,0,59,65
127,0,0,0,4,0,0,0,0,0,48,55
128,0,0,0,3,0,0,0,0,0,39,44
129,1,0,0,3,0,0,0,0,0,57,64
130,1,0,0,4,0,0,0,0,0,57,66
131,0,0,0,9,0,0,0,0,0,53,63
132,0,0,0,4,0,0,0,0,0,61,70
133,1,0,0,5,0,0,0,0,0,63,78
134,0,0,0,1,0,0,0,0,0,79,80
135,0,0,0,4,0,0,0,0,0,55,61
136,0,0,0,6,0,0,0,0,0,50,62
137,0,0,0,5,0,0,0,0,0,49,61
138,0,0,0,5,0,0,0,0,1,43,53
139,1,0,0,1,0,0,0,0,0,43,47
140,1,0,0,5,0,0,0,0,0,42,49
141,1,0,0,4,0,0,0,0,0,49,59
142,1,0,0,5,0,0,0,0,0,54,63
143,0,0,0,10,0,0,0,0,0,47,62
144,0,0,0,5,0,0,0,0,0,48,56
145,0,0,0,2,0,0,0,0,0,47,52
146,1,0,0,2,0,0,0,0,0,43,52
147,1,0,0,2,0,0,0,0,0,55,64
148,1,0,0,4,0,0,0,0,0,60,66
149,0,0,0,6,0,0,0,0,0,54,63
150,0,0,0,3,0,0,0,0,0,39,49
151,0,0,0,6,0,0,0,0,0,57,65
152,1,0,0,3,0,0,0,0,0,58,66
153,0,0,0,2,0,0,0,0,0,57,65
154,0,0,0,2,0,0,0,0,0,52,58
155,0,0,0,4,0,0,0,0,0,53,59
156,1,0,0,7,0,0,0,0,0,56,73
157,0,0,0,7,0,0,0,0,0,51,62
158,0,0,0,3,0,0,0,0,0,42,49
159,0,0,0,4,0,0,0,0,0,51,60
160,0,0,0,4,0,0,0,0,0,47,60
161,0,0,0,3,0,0,0,0,0,47,56
162,1,0,0,7,0,0,0,0,0,42,52
163,1,0,0,3,0,0,0,0,0,47,59
164,0,0,0,3,0,0,0,0,0,48,55
165,0,0,0,11,0,0,0,0,0,47,64
166,1,0,0,8,0,0,0,0,0,37,52
167,2,0,0,7,0,0,0,0,0,44,59
168,3,0,0,5,0,0,0,0,0,49,65
169,2,0,0,7,0,0,0,0,0,32,47
170,2,0,0,11,0,0,0,0,0,47,72
171,1,0,0,8,0,0,0,0,0,39,53
172,1,0,0,4,0,0,0,0,0,53,63
173,1,0,0,5,0,0,0,0,0,49,61
174,5,0,0,7,0,0,0,0,0,42,67
175,1,0,0,9,0,0,0,0,0,38,53
176,4,0,0,12,0,0,0,0,0,44,65
177,2,0,0,9,0,0,0,0,0,45,63
178,4,0,0,6,0,0,0,0,0,43,56
179,2,0,0,8,0,0,0,0,0,35,53
180,0,0,0,8,0,0,0,0,0,44,59
181,2,0,0,9,0,0,0,0,0,43,62
182,3,0,0,6,0,0,0,0,0,43,61
183,1,0,0,9,0,0,0,0,0,35,55
184,1,0,0,6,0,0,0,0,0,23,33
185,2,0,0,12,0,0,0,0,0,41,66
186,4,0,0,10,0,0,0,0,0,49,69
187,1,0,0,13,0,0,0,0,0,47,73
188,5,0,0,10,0,0,0,0,0,41,64
189,4,0,0,7,0,0,0,0,1,32,53
190,4,0,0,9,0,0,0,0,0,39,60
191,7,0,0,9,0,0,0,0,0,32,54
192,5,0,0,14,0,0,0,0,0,34,58
193,3,0,0,11,0,0,0,0,0,44,68
194,6,0,0,12,0,0,0,0,1,35,66
195,6,0,0,14,0,0,0,0,0,25,53
196,2,0,0,18,0,0,0,0,0,28,60
197,4,0,0,11,0,0,0,0,0,36,63
